Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RCC_acceptance
39.0,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,0.28410124439719636
41.0,Travel_Rarely,427.0,Human Resources,10.0,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,0.08553690370780134
52.0,Non-Travel,771.0,Sales,2.0,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,0.47333418379058556
31.0,Travel_Rarely,655.0,Research & Development,7.0,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0.007428682260511259
40.0,Travel_Rarely,369.0,Research & Development,8.0,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,0.11074882588663297
30.0,Travel_Rarely,1275.0,Research & Development,28.0,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,0.0012645970934793036
29.0,Travel_Rarely,1283.0,Research & Development,23.0,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,0.1134053724930587
58.0,Travel_Rarely,289.0,Research & Development,2.0,3,Technical Degree,1,977,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,0.1813044368438782
40.0,Travel_Frequently,1469.0,Research & Development,9.0,4,Medical,1,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,0.548723950203742
43.0,Travel_Rarely,1291.0,Research & Development,15.0,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,0.002338683425927644
37.0,Travel_Rarely,342.0,Sales,16.0,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,0.0676168075032655
30.0,Travel_Rarely,1465.0,Research & Development,1.0,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,0.05836955797945022
30.0,Non-Travel,990.0,Research & Development,7.0,3,Technical Degree,1,1482,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0,0.05157226979315622
34.0,Travel_Frequently,,Research & Development,10.0,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7,0.24181776040484157
33.0,Travel_Frequently,1111.0,Sales,,1,Life Sciences,1,1395,2,Male,61,3,2,Sales Executive,4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,0.1297960061679177
49.0,Travel_Rarely,527.0,Research & Development,8.0,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,0.054100587598923916
50.0,Travel_Rarely,854.0,Sales,1.0,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,0.000986095273296882
30.0,Non-Travel,1398.0,Sales,22.0,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,0.008847025149258272
,Travel_Frequently,138.0,Research & Development,2.0,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,0.47255363227712244
47.0,Non-Travel,543.0,Sales,2.0,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,0.15698035344506375
,Travel_Rarely,1214.0,Research & Development,1.0,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,0.17609124500667972
49.0,Travel_Frequently,1064.0,Research & Development,2.0,1,Life Sciences,1,1941,2,Male,42,3,5,Research Director,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3,0.0019294195786611148
43.0,Travel_Rarely,990.0,Research & Development,27.0,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2,0.0922879786114565
34.0,Travel_Frequently,658.0,Research & Development,7.0,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,0.7975590118135089
30.0,Travel_Rarely,979.0,Sales,15.0,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,0.041883127843013984
31.0,Travel_Rarely,1112.0,Sales,,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,0.08078570052526299
46.0,Travel_Rarely,991.0,Human Resources,1.0,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,0.15104887114943835
43.0,Travel_Rarely,177.0,Research & Development,8.0,3,Life Sciences,1,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,0.04074586770330334
39.0,Non-Travel,792.0,Research & Development,1.0,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,0.03220766085106894
41.0,Travel_Rarely,918.0,Sales,6.0,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,0.08879533673394456
52.0,Non-Travel,715.0,Research & Development,19.0,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,0.0047607213374175105
30.0,Non-Travel,641.0,Sales,25.0,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,0.34093215826394835
48.0,Travel_Rarely,1108.0,Research & Development,15.0,4,Other,1,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,0.1825265291217384
29.0,Travel_Rarely,441.0,Research & Development,8.0,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,0.015125295295559088
49.0,Travel_Rarely,1091.0,Research & Development,1.0,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,0.27624254221708505
,Travel_Rarely,287.0,Research & Development,1.0,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,0.023477998510044673
,Travel_Frequently,467.0,Sales,7.0,3,Life Sciences,1,1507,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3,0.24283054470780965
32.0,Non-Travel,1184.0,Research & Development,1.0,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,0.08418970903212755
31.0,Travel_Rarely,480.0,Research & Development,7.0,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,0.013818678763259425
34.0,Travel_Rarely,304.0,Sales,2.0,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,0.02074970424592222
34.0,Travel_Rarely,167.0,Research & Development,8.0,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,0.039678363347586405
50.0,Travel_Rarely,1322.0,Research & Development,28.0,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,0.015613566571723452
37.0,Travel_Rarely,1225.0,Research & Development,10.0,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,0.048214574704894854
47.0,Travel_Rarely,249.0,Sales,2.0,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,0.127422121953349
24.0,Travel_Rarely,350.0,Research & Development,21.0,2,Technical Degree,1,1551,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0,0.3151564609201302
18.0,Non-Travel,287.0,Research & Development,,2,Life Sciences,1,1012,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,0.05874463819355446
29.0,Travel_Rarely,1247.0,Sales,20.0,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2,0.010359553622679206
39.0,Travel_Rarely,492.0,Research & Development,12.0,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,0.021606725509027636
31.0,Travel_Rarely,311.0,Research & Development,20.0,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,0.03624612679874247
36.0,Travel_Frequently,1213.0,Human Resources,2.0,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,0.2963692890544184
34.0,Travel_Rarely,404.0,Research & Development,2.0,4,Technical Degree,1,1383,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,0.00696625368173617
45.0,Travel_Rarely,788.0,Human Resources,24.0,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,0.2912685780943841
23.0,Travel_Rarely,541.0,Sales,2.0,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,0.3945880497184944
32.0,Travel_Rarely,1373.0,Research & Development,,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0,0.17051323836136367
29.0,Travel_Rarely,1210.0,Sales,2.0,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,0.1350367000167699
36.0,Travel_Rarely,928.0,Sales,1.0,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,0.034903499502563065
45.0,Travel_Rarely,374.0,Sales,20.0,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1,0.12596124949888496
24.0,Travel_Rarely,581.0,Research & Development,9.0,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,0.015057752464289613
38.0,Travel_Frequently,888.0,Human Resources,10.0,4,Human Resources,1,1563,3,Male,71,3,2,Human Resources,3,Married,6077,14814,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2,0.1575809194184249
33.0,Travel_Frequently,1076.0,Research & Development,,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,0.8372882971908333
40.0,Non-Travel,1479.0,Sales,24.0,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,0.13217399887764356
33.0,Travel_Rarely,147.0,Research & Development,4.0,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,0.07117198171128587
24.0,Travel_Rarely,1127.0,Research & Development,18.0,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,0.061079242643767545
31.0,Travel_Frequently,793.0,Sales,20.0,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,0.09079985087709126
52.0,Travel_Rarely,621.0,Sales,,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,0.027510998550965886
45.0,Travel_Rarely,1268.0,Sales,4.0,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3,0.11609405521786724
44.0,Travel_Rarely,1099.0,Sales,,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,0.027596096540309416
,Travel_Rarely,895.0,Research & Development,15.0,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,0.11963046172711085
46.0,Travel_Rarely,734.0,Research & Development,2.0,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,0.01700857368469035
58.0,Non-Travel,350.0,Sales,2.0,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14,0.00375190467445343
36.0,Travel_Rarely,325.0,Research & Development,10.0,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,0.014828769804983431
37.0,Travel_Rarely,,Research & Development,1.0,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7,0.0068524261608593744
37.0,Travel_Rarely,674.0,Research & Development,13.0,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,0.01975052496746285
29.0,Travel_Rarely,986.0,Research & Development,,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,0.018516164402609517
36.0,Travel_Rarely,711.0,Research & Development,,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,0.020423260332004145
44.0,Travel_Rarely,1459.0,Research & Development,10.0,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3,0.016615913368182897
47.0,Travel_Rarely,703.0,Sales,14.0,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,0.02558273012345153
32.0,Travel_Rarely,1045.0,Sales,4.0,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,0.07560709339701509
44.0,Travel_Rarely,170.0,Research & Development,1.0,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,0.01602187870641609
32.0,Travel_Rarely,495.0,Research & Development,10.0,3,Medical,1,1516,3,Male,64,3,3,Manager,4,Single,11244,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0,0.024658126102269015
34.0,Travel_Rarely,401.0,Research & Development,1.0,3,Life Sciences,1,1447,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,0.14428902508622826
44.0,Travel_Rarely,986.0,Research & Development,8.0,4,Life Sciences,1,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Y,Yes,24,4,3,80,1,10,2,2,3,2,0,2,0.20015883280213032
54.0,Travel_Rarely,,Research & Development,,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,0.00011656858066017017
43.0,Travel_Rarely,920.0,Research & Development,,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,0.0013431879922435755
34.0,Travel_Frequently,1069.0,Research & Development,2.0,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9,0.015022425220765282
,Travel_Frequently,575.0,Research & Development,,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,0.27569778889237323
38.0,Travel_Rarely,1009.0,Sales,2.0,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,0.012977524791475353
,Travel_Frequently,783.0,Sales,1.0,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,0.19888349838756864
37.0,Travel_Rarely,1462.0,Research & Development,11.0,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,0.21239768810744014
38.0,Non-Travel,573.0,Research & Development,6.0,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,0.022015384345800124
,Travel_Rarely,572.0,Sales,10.0,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,0.09913667611060926
46.0,Travel_Frequently,1211.0,Sales,,4,Marketing,1,62,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8,0.5022466761272796
29.0,Non-Travel,1496.0,Research & Development,1.0,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,0.00931638528596286
29.0,Travel_Rarely,1252.0,Research & Development,23.0,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,0.0036582966840542092
,Travel_Rarely,474.0,Research & Development,,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0,0.04200001871431028
24.0,Travel_Rarely,771.0,Research & Development,1.0,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2,0.15250113903877918
31.0,Travel_Frequently,523.0,Research & Development,2.0,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,0.8554573100593864
48.0,Travel_Rarely,492.0,Sales,16.0,4,Life Sciences,1,1557,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,0.01975969941648402
48.0,Travel_Frequently,708.0,Sales,7.0,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,0.12170995306335151
38.0,Travel_Rarely,345.0,Sales,10.0,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9,0.009643891583776189
27.0,Travel_Rarely,798.0,Research & Development,6.0,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,0.02138891015946675
38.0,Travel_Rarely,1380.0,Research & Development,9.0,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,0.06659080503806679
42.0,Travel_Rarely,265.0,Sales,,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,0.012461420016578599
45.0,Non-Travel,1238.0,Research & Development,1.0,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,0.003977833320973378
24.0,Travel_Rarely,1371.0,Sales,10.0,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,0.07720906846558839
34.0,Travel_Rarely,254.0,Research & Development,1.0,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,0.1411335772873541
,Travel_Rarely,,Research & Development,1.0,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,0.3607602236789041
47.0,Travel_Frequently,1093.0,Sales,9.0,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,0.7462939852078798
,Travel_Frequently,772.0,Research & Development,2.0,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,0.002184561646480554
41.0,Travel_Rarely,483.0,Research & Development,6.0,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,0.48827036435054527
20.0,Travel_Rarely,1141.0,Sales,2.0,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,0.27474154161973713
,Travel_Frequently,426.0,Human Resources,17.0,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,0.4554822293315808
47.0,Travel_Frequently,719.0,Sales,27.0,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,0.4101758974335366
,Travel_Frequently,575.0,Research & Development,1.0,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,0.3743930846746176
37.0,Travel_Rarely,1470.0,Research & Development,10.0,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,0.09443619472360446
40.0,Travel_Rarely,1300.0,Research & Development,24.0,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,0.03524082967311472
,Travel_Rarely,309.0,Human Resources,2.0,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2,0.17792537846892384
47.0,Non-Travel,1169.0,Research & Development,14.0,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,0.014721712588388447
29.0,Travel_Rarely,592.0,Research & Development,7.0,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,0.263543294738228
36.0,Travel_Rarely,884.0,Sales,1.0,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0,0.1438193264157487
34.0,Travel_Rarely,1326.0,Sales,,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,0.09484193131317319
27.0,Travel_Rarely,954.0,Sales,9.0,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,0.026883019876293088
32.0,Travel_Rarely,929.0,Sales,10.0,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,0.03382362620682062
50.0,Travel_Frequently,1234.0,Research & Development,20.0,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13,0.24662974086933923
30.0,Travel_Rarely,852.0,Sales,10.0,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,0.09919352358690627
21.0,Travel_Rarely,156.0,Sales,12.0,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,0.2994503640903759
